Band #,date (D/M/Y),Colour,Darvic,Sex,Age,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
843527,1/21/2001,NA,B48,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,3,3,5,3,3,3,5,5,3,1,1,3
847795,12/3/1992,NA,B49,M,fl,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,3,1,3,5,3,3,3,1,3,3,3,1,3
847668,3/15/1990,NA,B50,M,fl,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0
845311,4/18/1991,NA,B51,M,fl,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,1,1,3,3,3,3,3,3,1,3,3,5,3,5,3
843528,1/21/2001,NA,B52,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,3,1,5,5,3,0,0,1,3,1
837306,10/15/1988,ONY,B53,M,ad,0,0,0,0,0,0,1,5,1,1,1,1,0,0,1,5,3,0,1,5,5,0,5,5,3,0,1,1,1,0,0,0,0,0
843529,1/21/2001,NA,B54,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,3,3,0,0,0,0,0,0,0,0,0,0
835147,3/14/1993,NA,B55,M,fl,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843530,1/21/2001,NA,B56,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,3,3,1,1,5,3,5,3,5,0,0,0
835148,3/14/1993,NA,B57,F,fl,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,1,1,3,1,3,3,1,3,0,0,0,0,0,0
844406,11/20/1985,GGW,B58,M,ad,0,0,0,1,0,0,3,1,5,5,3,1,3,1,0,0,0,0,1,5,3,0,3,1,5,3,3,5,3,5,5,3,5,3
835129,3/14/1993,NA,B59,M,fl,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,1,1,3,3,3,5,3,0,3,1,5,3
847818,3/3/1995,NA,B60,M,fl,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0
843531,1/21/2001,NA,B61,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,3,5,0,0,0,0,0,0,0
843532,1/21/2001,NA,B62,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
847782,12/3/1992,NA,B63,M,fl,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,5,0,3,5,3,3,0,3,3,0,0,3,1,3
835164,3/18/1994,NA,B64,NA,fl,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
847779,11/21/1991,NA,B65,F,ad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,5,5,3,3,1,5,0,0,0,0,0,0
837379,3/31/1989,NA,B66,NA,fl,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,0,2,0,0,0,0,0,0
837377,3/31/1989,NA,B67,NA,fl,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
845332,12/4/1991,NA,B68,NA,fl,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,2,0,0,0,4,2,0
845394,3/18/1991,NA,B69,NA,fl,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843533,10/2/2001,NA,B70,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
843534,10/2/2001,NA,B71,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
835182,3/18/1994,NA,B72,NA,fl,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835128,3/14/1993,NA,B73,NA,fl,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843535,10/2/2001,NA,B74,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,5,3,3,0,0,0,0,0,0,0
835167,3/18/1994,NA,B75,NA,fl,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845376,3/18/1991,NA,B77,F,fl,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,1,1,3,3,0,0,1,3,3
847709,3/17/1990,NA,B78,NA,fl,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847776,10/23/1991,YON,B79,F,ad,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
844606,1/18/1986,NA,B81,M,fl,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,3,1,3,5,3,0,3,5,3,0,0,0,0,0,0
847896,11/13/1997,NA,B82,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,3,3,1,0,5,5,3,3,0,0,5,0,0
847894,11/13/1997,NA,B83,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,3,5,3,3,3,3,3,3,3,0,0,0,0,0,0
858560,9/17/2001,NA,B84,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,3,0,0,0,0,0,0,0,0,0,0
847772,10/20/1991,OOR,B85,NA,ad,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,3,0,0,3,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0
847941,1/11/1998,NA,B86,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,5,5,0,3,1,1,1,0,3,3,3,3
845392,3/18/1991,NA,B87,M,fl,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
858563,10/17/2001,NA,B89,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,3,1,5,3,1,3,3,1,0,0
858561,3/10/2001,NA,B90,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,1,0,5,5,3,3,0,3,3,5,3
837328,3/19/1989,NA,B91,F,fl,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,5,5,3,5,1,1,1,1,1,0,0,0,1,1,1
858562,3/10/2001,NA,B92,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,5,3,3,1,3,0,0,1,3,0
858564,10/17/2001,NA,B93,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,5,5,3,3,1,5,0,0,0,0,0,0
847854,9/10/1996,YOY,B94,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,3,3,3,3,3,1,3,3,5,3,0,0,0,0,0,0
835160,6/10/1993,WOG,B95,F,ad,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,5,5,3,0,0,0,1,5,3,1,0,5,1,1,1
858599,10/10/2003,NA,B96,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
835175,3/18/1994,NA,B97,M,fl,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,3,5,3,5,5,5,5,0,3,3,0,0
835183,3/18/1994,NA,B99,M,fl,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,5,3,5,3,0,0,0,0,0,0,0
835163,3/18/1994,NA,C00,F,fl,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,3,5,3,3,3,5,3,0,0,0,0,0,0
858600,10/20/2003,NA,C01,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,3,5,3,5,3
858601,11/16/2003,NA,C02,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,4,0,0,0,4,0,0
858602,11/16/2003,NA,C03,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
858603,11/16/2003,NA,C04,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
858608,11/17/2003,NA,C05,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
858609,11/17/2003,NA,C06,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
858610,11/17/2003,NA,C07,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
858611,11/17/2003,NA,C08,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,1,0
858612,11/17/2003,NA,C09,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0
858613,11/17/2003,NA,C10,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,4,0,0,0,0,0,0
858619,11/23/2003,NA,C11,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,2,0
858620,11/23/2003,NA,C12,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,1,0,0,0,0,0
835190,3/18/1994,NA,C13,M,fl,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,3,0,3,5,3,0,0,0,0,0,0
858759,12/14/2003,NA,C14,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,5,3,5,3,5,0,0,0,0,0
847921,2/27/1998,NA,C15,M,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,1,3,3,1,3,1,0,3,3,0,3
847885,6/3/1997,NA,C16,F,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0
858809,9/21/2004,NA,C17,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,1,3,0,0,0,0,0,0
847815,3/3/1995,NA,C18,M,fl,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,3,5,3,5,3,1,5,0,5,3,0
847806,2/3/1995,NA,C19,F,fl,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,1,1,1,5,3,5,0,3,5,5,3
835169,3/18/1994,NA,C20,F,fl,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,3,3,0,0,0,0,0
858810,9/25/2004,NA,C21,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
858811,9/25/2004,NA,C22,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,3,1,3,0,0,0,0,0
835130,3/14/1993,NA,C23,NA,fl,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0
858814,9/27/2004,NA,C24,F,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,5,5,5,5,3,3,1,1
858815,9/27/2004,NA,C25,M,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
847868,6/3/1997,NA,C26,F,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,5,5,5,5,3,0,3,3,0,3
847686,3/15/1990,NA,C26,NA,fl,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
858816,??2004,NA,C27,F,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,3,3,0,5,5,3,3
847923,2/27/1998,NA,C28,F,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,3,3,3,3,5,3,3,5,0,5
858818,??2004,NA,C29,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0,4,0,0,0,0,0,0
858934,9/17/2007,NA,C30,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
Unringed,NA,NA,C31,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
858819,9/28/2005,NA,C32,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,1,5,3,5,0,0,0
858820,9/28/2005,NA,C33,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,3,3,0,0,0,0,0
847922,2/27/1998,NA,C34,M,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,3,3,5,3,3,0,3,5,0,3
858821,9/28/2005,NA,C35,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,5,5,0,3,1,1,3
816583,10/13/2005,NA,C36,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,1,1,0,0,0,0,0
858830,10/1/2005,NA,C37,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,3,0,0,0,0,0,0,0
816585,10/13/2005,NA,C38,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,5,0,3,1,0,0,0,0,1,0
858881,9/28/2006,NA,C39,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,5,3,0,0,0,0,0
858886,9/28/2006,NA,C40,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0
858887,9/28/2006,NA,C41,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,5,3,5,5,3,3
858888,9/28/2006,NA,C42,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,0,0,0,0,0
847912,2/27/1998,NA,C43,M,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0
847951,3/3/1999,NA,C44,M,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,5,5,5,3,5,3,3,3,3
858889,9/28/2006,NA,C45,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
847966,3/3/1999,NA,C47,M,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,5,3,1,3,5,5,3,0
858933,9/17/2007,NA,C48,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,1,5,3,0,0,0
847952,3/3/1999,NA,C49,M,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,3,3,3,5,3,3,5,5,5
847961,3/3/1999,NA,C50,M,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,3,3,1,1,0,3,0,0,0
858935,9/17/2007,NA,C52,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,3,1,1,5
847990,3/25/2000,NA,C53,M,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,5,3,5,0,0,1,0,0
847906,2/27/1998,NA,C54,M,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
858926,8/3/2007,NA,C55,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0
847899,2/27/1998,NA,C56,M,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,5,3,0,0,0,0,0
847930,2/27/1998,NA,C57,F,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
847905,2/27/1998,NA,C58,M,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,3,1,5,3,3,0,0,0,0,0
847884,6/3/1997,NA,C59,F,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,5,5,3,0,3,0,0,3
858936,9/18/2007,NA,C60,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0
847955,3/3/1999,NA,C61,F,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
858937,9/21/2007,NA,C62,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
858938,9/23/2007,NA,C63,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,1,3,0,3,1,3
858939,9/23/2007,NA,C64,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0
858940,9/24/2007,NA,C65,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,3,1,5,3
858941,9/24/2007,NA,C66,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0
847904,2/27/1998,NA,C67,F,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,5,5,3,0,0,0,0,0,0
858942,9/24/2007,NA,C68,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,0,0,0,0,0
847871,6/3/1997,NA,C69,NA,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
835124,3/14/1993,NA,C70,NA,fl,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,0,0,0
847706,3/17/1990,NA,C71,NA,fl,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,4,2,0
844886,3/19/1987,NA,C72,NA,fl,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0
843543,2/26/2001,NA,C73,NA,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
845329,12/4/1991,NA,C74,NA,fl,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,2,0
844895,3/19/1987,NA,C75,NA,fl,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0
835113,12/2/1992,NA,C76,NA,fl,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0
849457,3/19/2001,NA,C77,NA,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0
847702,3/17/1990,NA,C78,NA,fl,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0
847742,3/17/1990,NA,C79,NA,fl,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
845346,12/4/1991,NA,C80,NA,fl,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0
847740,3/17/1990,NA,C81,NA,fl,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
847796,12/3/1992,NA,C82,NA,fl,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0
845343,12/4/1991,NA,C83,NA,fl,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
847840,1/3/1995,NA,C84,NA,fl,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
847748,3/17/1990,NA,C85,NA,fl,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0
847958,3/3/1999,NA,C87,NA,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
844504,4/21/1983,NA,C88,NA,fl,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
847804,2/3/1995,NA,C89,M,fl,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,5,3,1,5,3,5,1,5,3
847915,2/27/1998,NA,C90,F,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,5,5,3,5,3,3,0,3
858944,9/28/2007,NA,C91,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,3,3,0,0,0
847962,3/3/1999,NA,C94,M,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,5,3,0,0,0,0,0
858945,9/30/2007,NA,C95,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0
858946,9/30/2007,NA,C98,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,5,0,0,1,5,1
845322,12/4/1991,NA,C99,NA,fl,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0
837334,3/21/1989,NA,E00,NA,fl,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
845386,3/18/1991,NA,E01,NA,fl,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
844874,3/19/1987,NA,E02,NA,fl,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
844517,4/21/1983,NA,E03,NA,fl,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,4,0,0,0,0,0,0
858971,8/10/2007,NA,E04,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,5,5,3,0,1,0
858973,8/10/2007,NA,E06,NA,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,1,1,3
858974,10/15/2007,NA,E07,F,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,1,0,3,0,0,0
847667,3/15/1990,NA,E08,F,fl,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,5,3,0,3,0,3,1,0
858976,10/27/2007,NA,E10,M,ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,0,5,3,1,5
849485,3/19/2001,NA,E11,F,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
858587,3/26/2002,NA,E12,NA,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
835179,3/18/1994,NA,E13,NA,fl,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,2
847909,2/27/1998,NA,E16,NA,fl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0
